Title,Rarity,Edge,Mintage,Engraver,Times Issued,Composition,Currency,Demonetized,Diameter,Orientation,Shape,Type,Issuer,Technique,Thickness,Weight,Year,Historical Figure,Century
2 Lipe Croatian text,6,Smooth,17958962.0,1,27,Aluminum,Kuna (1994-2022),1,19.0,Medal alignment ↑↑,0,Standard circulation coin,Croatia,Milled,1.5,0.92,1993.0,0,unknown
6 Grossus - Friedrich Casimir Kettler Mitau,100,Smooth,-1.0,0,0,Silver,Thaler (1586-1795),1,24.0,Variable alignment ↺,0,Standard circulation coin,Duchy of Courland and Semigallia,Other,1.8,3.28,1694,1,16
10 Dirhams - Abd al-Hafiz,33,Special,10093866.0,0,1,Silver,Rial (1882-1921),1,37.0,Medal alignment ↑↑,0,Standard circulation coin,Morocco,Milled,2.45,25.0,1911,1,19
1 Anna Crescent opens to right,10,Smooth,73460000.0,0,5,Bimetallic,Rupee (1948-1960),1,21.0,Medal alignment ↑↑,1,Standard circulation coin,Pakistan,Milled,1.5,3.9,1948.0,0,unknown
50 Senti,8,Reeded,6250000.0,1,7,Bimetallic,Shilling (1966-date),0,21.0,Medal alignment ↑↑,0,Standard circulation coin,Tanzania,Milled,1.6,4.0,1966.0,0,unknown
1 Florin - Franz Joseph I,13,Special,15571025.0,1,34,Silver,"Austro-Hungarian gulden (decimalized, 1857-1892)",1,29.0,Medal alignment ↑↑,0,Standard circulation coin,Austrian Empire,Milled,2.0,12.34,1857.0,1,unknown
5 Qirsh FAO,26,Reeded,500000.0,0,2,Bimetallic,First pound (1956-1992),1,24.0,Medal alignment ↑↑,0,Circulating commemorative coin,Sudan,Milled,1.8,5.0,1396.0,0,unknown
5 Qirsh FAO,37,Special,1000000.0,0,1,Bimetallic,First pound (1956-1992),1,23.8,Medal alignment ↑↑,0,Circulating commemorative coin,Sudan,Milled,1.8,5.1,1981,0,19
1 Duit Utrecht,13,Smooth,-1.0,0,0,Copper,Gulden (1726-1854),1,22.0,Medal alignment ↑↑,0,Standard circulation coin,Netherlands East Indies,Other,1.8,3.0,1741.0,0,unknown
1 Real - Carlos IV Colonial Milled Coinage,66,Special,-1.0,0,0,Silver,Real (1568-1858),1,25.75,unknown,0,Standard circulation coin,Peru,Milled,1.8,3.3834,1791.0,1,unknown
6 Pence / 5 Cents - Elizabeth II 2nd portrait,8,Reeded,13500000.0,0,2,Bimetallic,Pound (1964-1970),1,19.0,Medal alignment ↑↑,0,Standard circulation coin,Rhodesia,Milled,1.2,2.8,1964,1,19
20 Escudos,12,Reeded,1572000.0,0,2,Nickel,Escudo (1958-1977),1,30.0,Coin alignment ↑↓,0,Standard circulation coin,Angola,Milled,2.2,12.06,1971.0,0,unknown
"2 Dollars ""Taku Turtle"" Silver Bullion",47,Reeded,-1.0,0,0,Silver,Dollar (1969-date),0,40.7,Medal alignment ↑↑,0,Non-circulating coin,Fiji,Milled,1.8,31.1,2013,0,20
10 Kuruş,14,Special,60000.0,0,6,Bimetallic,Old lira (1923-2005),1,25.5,Medal alignment ↑↑,0,Standard circulation coin,Turkey,Milled,1.4,6.0,1935.0,0,unknown
1 Kopeck - Aleksandr I / Nikolai I,17,Smooth,93000.0,0,41,Copper,Ruble (1700-1921),1,25.0,unknown,0,Standard circulation coin,Russian Empire,Other,1.5,6.83,1810.0,1,unknown
10 Drachmai - Paul I,5,Plain,20000000.0,1,2,Bimetallic,Third modern drachma (1954-2001),1,30.0,Coin alignment ↑↓,0,Standard circulation coin,Greece,Milled,1.57,10.0,1959.0,1,unknown
6 Pence - Philip & Mary,92,Special,-1.0,0,0,Silver,Pound sterling (1158-1970),1,25.75,unknown,0,Standard circulation coin,England,Other,1.8,2.83,1554,0,15
1 Dollar - Elizabeth II 4th portrait; Kiwi,90,Special,5000.0,1,1,Silver,Dollar (1967-date),0,40.0,Medal alignment ↑↑,0,Non-circulating coin,New Zealand,Milled,1.8,31.1,2008,1,20
2 Dollars - Elizabeth II 4th Portrait - Year of the Snake - Silver Bullion Coin,76,Reeded,56133.0,0,3,Silver,Dollar (1966-date),0,55.1,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,3.0,62.207,2013,1,20
5 Dollars - Elizabeth II Butterfly,91,Reeded,2000.0,1,1,Silver,Dollar (1972-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,Cook Islands,Milled,1.8,25.0,2015,1,20
Poltina - Pyotr I,95,Smooth,-1.0,0,0,Silver,Ruble (1700-1921),1,35.0,Medal alignment ↑↑,0,Standard circulation coin,Russian Empire,Other,1.8,14.0,1712,1,17
Token - Football 2000,97,Smooth,-1.0,0,0,Other,Netherlands - Mint Tokens,-1,36.0,Medal alignment ↑↑,0,Token/Medal,Netherlands,Milled,1.8,28.28,2000,0,20
Ruble - Ekaterina I СПБ; portrait to the left,93,Special,-1.0,0,0,Silver,Ruble (1700-1921),1,41.0,Medal alignment ↑↑,0,Standard circulation coin,Russian Empire,Other,1.8,28.44,1725.0,1,unknown
5 ECU Narcis Monturiol,94,Plain,-1.0,0,0,Bimetallic,5 ECU Narcis Monturiol,1,37.0,Coin alignment ↑↓,0,Other,Not available,Milled,1.8,28.28,1995,0,19
Ruble - Ivan VI СПБ,90,Letter,165000.0,0,1,Silver,Ruble (1700-1921),1,41.0,Medal alignment ↑↑,0,Standard circulation coin,Russian Empire,Other,1.8,25.85,1741,1,17
1 Penny - Elizabeth II 5th portrait; Royal Shield,6,Plain,418201000.0,0,16,Copper,"Pound sterling (decimalized, 1971-date)",0,20.3,Medal alignment ↑↑,0,Standard circulation coin,United Kingdom - The Royal Mint,Milled,1.65,3.56,2015.0,1,unknown
Poltina - Elizaveta,93,Smooth,22389.0,0,1,Gold,Ruble (1700-1921),1,13.0,Medal alignment ↑↑,0,Standard circulation coin,Russian Empire,Other,1.8,0.8,1756,1,17
15 Dollars - Elizabeth II 4th Portrait - Year of the Snake - Gold Bullion Coin,85,Reeded,23700.0,0,5,Gold,Dollar (1966-date),0,18.6,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,1.3,3.135,2013,1,20
2 Dollars - Elizabeth II 4th Portrait - Year of the Ox - Silver Bullion Coin,88,Reeded,18570.0,0,3,Silver,Dollar (1966-date),0,55.1,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,3.0,62.207,2009,1,20
Quinzain with 8 Ls - Louis XIV,51,Smooth,-1.0,1,0,Bimetallic,Livre tournois (987-1795),1,23.5,Coin alignment ↑↓,0,Standard circulation coin,France,Milled,1.8,1.85,1692.0,1,unknown
20 Pence - Elizabeth II 5th portrait; Royal Shield,6,Plain,131250000.0,0,15,Bimetallic,"Pound sterling (decimalized, 1971-date)",0,21.4,Medal alignment ↑↑,1,Standard circulation coin,United Kingdom - The Royal Mint,Milled,1.7,5.0,2015.0,1,unknown
10 Pence - Elizabeth II 5th portrait; Royal Shield,7,Reeded,91900000.0,0,16,Nickel,"Pound sterling (decimalized, 1971-date)",0,24.5,Medal alignment ↑↑,0,Standard circulation coin,United Kingdom - The Royal Mint,Milled,1.85,6.5,2015.0,1,unknown
5 Pence - Elizabeth II 5th portrait; Royal Shield,5,Milled,536600000.0,0,17,Nickel,"Pound sterling (decimalized, 1971-date)",0,18.0,Medal alignment ↑↑,0,Standard circulation coin,United Kingdom - The Royal Mint,Milled,1.7,3.25,2015.0,1,unknown
100 Euro Fernando II of Aragon,97,Reeded,2500.0,0,1,Gold,Euro (2002-date),0,23.0,Medal alignment ↑↑,0,Non-circulating coin,Spain,Milled,1.8,6.75,2016,1,20
2 Pence - Elizabeth II 5th portrait; Royal Shield,7,Plain,139200000.0,0,15,Copper,"Pound sterling (decimalized, 1971-date)",0,25.9,Medal alignment ↑↑,0,Standard circulation coin,United Kingdom - The Royal Mint,Milled,2.05,7.12,2015.0,1,unknown
25 Cents - Elizabeth II Wedding,87,Reeded,8194.0,1,1,Nickel,Canadian dollar (1858-date),0,23.9,Medal alignment ↑↑,0,Non-circulating coin,Canada - Royal Canadian Mint,Milled,1.6,4.4,2010,1,20
100 Francs Marie Curie,9,Smooth,4065247.0,1,2,Silver,New franc (1960-2001),1,31.0,Coin alignment ↑↓,0,Circulating commemorative coin,France,Milled,2.1,15.0,1984,0,19
5 Centimes - Cooperative L'abeille Septfonds,94,Special,-1.0,0,0,Other,5 Centimes - Cooperative L'abeille Septfonds,1,22.0,unknown,0,Token/Medal,France,Other,1.8,28.28,1922,0,19
1 Centime - Napoleon III,10,Smooth,7595533.0,1,7,Bronze,Franc (1795-1959),1,15.0,Coin alignment ↑↓,0,Standard circulation coin,France,Milled,1.8,1.0,1861.0,1,unknown
1 Ghirsh / Piastre WW2 Emergency Coinage,27,Smooth,-1.0,0,0,Brass,Pound (1919-date),1,17.3,Medal alignment ↑↑,0,Standard circulation coin,Syria,Other,1.8,2.78,1941,0,19
50 Guaraníes,10,Reeded,25000000.0,0,3,Brass,Guarani (1944-date),1,21.7,Coin alignment ↑↓,0,Standard circulation coin,Paraguay - Banco Central del Paraguay,Milled,1.57,3.75,1995.0,0,unknown
"1 Penny B. Palmer - Sydney, New South Wales",92,Special,-1.0,0,0,Copper,Trade Tokens,1,34.0,unknown,0,Token/Medal,Australia - Colonial,Milled,1.8,28.28,1862,0,18
1 Groat - Charles I Aberystwyth mint; bust within circle,95,Special,-1.0,0,0,Silver,Pound sterling (1158-1970),1,23.0,unknown,0,Standard circulation coin,England,Other,1.8,2.0,1638.0,1,unknown
"1 Penny R. Henry - Hobart, Tasmania",97,Milled,-1.0,0,0,Copper,Trade Tokens,1,34.0,unknown,0,Token/Medal,Australia - Colonial,Milled,1.8,16.218,1857,0,18
"1 Penny J. G. Fleming - Hobart, Tasmania",87,Special,-1.0,0,0,Copper,Trade Tokens,1,31.0,unknown,0,Token/Medal,Australia - Colonial,Milled,1.8,28.28,1874,0,18
1 Pound - Elizabeth II Elizabeth I,97,Reeded,500.0,0,1,Gold,Pound (1976-date),0,25.0,Medal alignment ↑↑,0,Non-circulating coin,Saint Helena,Milled,1.8,8.0,2016,1,20
"1 Penny Robert Hyde & Co. - Melbourne, Victoria",86,Special,-1.0,0,0,Copper,Trade Tokens,1,34.0,unknown,0,Token/Medal,Australia - Colonial,Milled,1.8,28.28,1857.0,0,unknown
Tetradrachm - temp. Artaxerxes II Ionia satrapy,100,Special,-1.0,0,0,Silver,Achaemenid satrapy of Anatolia - Drachm (550-330 BCE),1,25.75,unknown,1,Standard circulation coin,Persian satrapies,Hammered,1.8,14.6,404.0,1,unknown
2 Kreuzer - Friedrich I,97,Special,239000.0,0,2,Silver,Thaler (1397-1716),1,25.75,unknown,0,Standard circulation coin,County of Württemberg-Montbéliard,Other,1.8,28.28,1589.0,1,unknown
1 Thaler - Ludwig Friedrich,97,Special,11000.0,0,1,Silver,Thaler (1397-1716),1,25.75,unknown,0,Standard circulation coin,County of Württemberg-Montbéliard,Other,1.8,28.28,1622.0,1,unknown
5 Leva Ivan Vazov,30,Smooth,370000.0,0,2,Silver,Third lev (1962-1999),1,36.0,Medal alignment ↑↑,0,Non-circulating coin,Bulgaria,Milled,1.8,20.5,1970,0,19
1 Rupee - Shah Alam Bahadur Lahore Mint,90,Special,-1.0,0,0,Silver,Rupee (1540-1842),1,21.35,unknown,0,Standard circulation coin,Mughal Empire,Other,1.8,11.43,1119.0,0,unknown
50 Pence - Elizabeth II Christmas,70,Plain,30000.0,1,1,Bimetallic,"Pound (decimalized, 1971-date)",0,27.3,Medal alignment ↑↑,1,Circulating commemorative coin,Gibraltar,Milled,1.8,8.0,2000,1,20
100 Lire Porta del Paese,37,Milled,38000.0,0,1,Other,Lira (1864-2001),1,27.8,Coin alignment ↑↓,0,Circulating commemorative coin,San Marino,Milled,1.8,8.0,1988,0,19
2 Grote - Peter Friedrich Wilhelm,90,Special,396000.0,0,1,Bimetallic,Thaler (1774-1810),1,17.0,Coin alignment ↑↓,0,Standard circulation coin,Duchy of Oldenburg,Other,0.5,1.4,1792,1,17
1 Heller - Friedrich Christian,91,Smooth,-1.0,0,0,Copper,Thaler,1,18.0,Medal alignment ↑↑,0,Standard circulation coin,Margraviate of Brandenburg-Bayreuth,Other,0.4,1.5,1767,1,17
1 Dollar - Southern Alberta,85,Reeded,5000.0,0,1,Bimetallic,Canada - Local Dollar Tokens,1,33.0,Medal alignment ↑↑,0,Token/Medal,Canada,Milled,1.8,14.0,1975,0,19
5 Pfennig - Feuchtwangen,87,Plain,-1.0,0,0,Zinc,"Mark (notgeld, 1914-1924)",1,19.3,Medal alignment ↑↑,0,Standard circulation coin,City of Feuchtwangen,Milled,0.8,2.0,1917,1,19
2 Pounds - Elizabeth II Royal Wedding,77,Reeded,-1.0,1,0,Bimetallic,Pound sterling (2000-date),0,38.6,Medal alignment ↑↑,0,Non-circulating coin,South Georgia and the South Sandwich Islands,Milled,3.2,28.28,2011,1,20
Gaming Token - Lucky Winner Galle's Plaza,94,Smooth,-1.0,0,0,Nickel,Gaming Token - Lucky Winner Galle's Plaza,-1,30.0,Medal alignment ↑↑,0,Token/Medal,Federal Republic of Germany,Other,1.84,8.69,unknown,0,unknown
Token - Museum Sinsheim Speyer,94,Smooth,-1.0,0,0,Brass,Germany - Tokens,-1,26.09,Medal alignment ↑↑,1,Token/Medal,Federal Republic of Germany,Other,1.82,6.71,unknown,0,unknown
20 Kreuzer,91,Special,-1.0,0,0,Silver,Konventionsthaler (1754-1807),1,28.0,Medal alignment ↑↑,0,Standard circulation coin,Free imperial city of Nuremberg,Other,1.8,6.68,1765,0,17
Token - Ceres FAO Rome Sophia Loren,73,Smooth,-1.0,1,0,Other,Italy - Souvenir Tokens,-1,28.0,Medal alignment ↑↑,0,Token/Medal,Italy,Other,2.0,3.0,1971,0,19
Token - 650 Jahre Stadt Oberkirch,94,Smooth,-1.0,0,0,Brass,Germany - Souvenir Tokens,-1,30.06,Medal alignment ↑↑,0,Token/Medal,Federal Republic of Germany,Other,1.87,9.35,1976,0,19
Wheel of 15 Bazarucos - João V Goa Mint,100,Special,-1.0,0,0,Bimetallic,Rupia (1706-1871),1,35.0,unknown,0,Standard circulation coin,Portuguese India - Casa da Moeda de Goa,Other,1.8,19.0,1706.0,1,unknown
20 Pfennig - Burg Nürnberg-Fürth,60,Plain,10000.0,0,1,Other,"Mark (notgeld, 1914-1924)",1,25.0,Medal alignment ↑↑,1,Token/Medal,Cities of Nuremberg and Fürth,Milled,1.2,1.3,1920.0,0,unknown
20 Pfennig - Deutsche Eisenbahn Nürnberg Fürth Nürnberg-Fürth,61,Plain,10000.0,0,1,Other,"Mark (notgeld, 1914-1924)",1,25.0,Medal alignment ↑↑,1,Token/Medal,Cities of Nuremberg and Fürth,Milled,1.2,1.3,1920.0,0,unknown
24 Mariengroschen - George III,93,Special,-1.0,0,0,Silver,Thaler,1,25.75,unknown,0,Standard circulation coin,Brunswick-Lüneburg-Calenberg-Hannover,Other,1.8,28.28,1762.0,1,unknown
Token - Moscow Ostankino TV tower,97,Smooth,-1.0,0,0,Other,Token - Moscow Ostankino TV tower,-1,25.75,Medal alignment ↑↑,0,Token/Medal,Russia,Milled,1.8,28.28,unknown,0,unknown
2000 Rupiah Great Bird of Paradise,94,Reeded,2970.0,0,1,Gold,Rupiah (1965-date),0,18.0,Coin alignment ↑↓,0,Non-circulating coin,Indonesia,Milled,1.8,4.93,1970,0,19
20 Centimes,36,Reeded,250000.0,1,13,Silver,Piastre (1880-1952),1,26.0,Coin alignment ↑↓,0,Standard circulation coin,French Indochina,Milled,1.3,5.4,1898.0,0,unknown
5 Baht - Rama IX heavy type,4,Reeded,44503000.0,1,22,Bimetallic,Baht (1897-date),0,24.0,Coin alignment ↑↓,0,Standard circulation coin,Thailand,Milled,2.2,7.5,2531.0,1,unknown
1 Dollar - Elizabeth II Peacekeeping,8,Smooth,41813100.0,1,2,Bimetallic,Canadian dollar (1858-date),0,26.5,Medal alignment ↑↑,1,Circulating commemorative coin,Canada - Royal Canadian Mint,Milled,1.75,7.0,1995,1,19
Wooden Nickel - London Centennial 1855-1955,87,Smooth,-1.0,0,0,Other,Canadian dollar (1858-date),0,25.83,Medal alignment ↑↑,0,Token/Medal,Canada,Other,6.3,2.46,1955,0,19
25 Sen,12,Reeded,200000000.0,0,1,Other,Rupiah (1950-1965),1,26.0,Coin alignment ↑↓,0,Standard circulation coin,Indonesia,Milled,2.0,2.2,1951.0,0,unknown
2 Pesos,6,Smooth,76661000.0,0,8,Bimetallic,Peso decimalized (1847-date),1,24.5,Coin alignment ↑↓,0,Standard circulation coin,Colombia,Milled,1.95,7.7,1977.0,0,unknown
"Token - Bicentenaire de la révolution Française Danton, Desmoulins",60,Plain,-1.0,0,0,Bimetallic,"Token - Bicentenaire de la révolution Française Danton, Desmoulins",-1,30.0,Medal alignment ↑↑,0,Token/Medal,France,Milled,2.0,12.8,1989,0,19
1 Cent - George V small type,12,Smooth,5000000.0,1,3,Bronze,Dollar (1863-date),1,22.0,Medal alignment ↑↑,0,Standard circulation coin,Hong Kong,Milled,1.46,3.94,1931.0,1,unknown
2 Puffins - Martin Coles Harman,61,Special,10000.0,1,1,Brass,Puffin,-1,23.0,Medal alignment ↑↑,0,Other,Lundy,Milled,1.8,5.0,2011,0,20
20 Dollars - Elizabeth II Sextant,62,Reeded,-1.0,1,0,Silver,Dollar (1785-date),0,38.0,Medal alignment ↑↑,0,Non-circulating coin,British Virgin Islands,Milled,2.1,19.09,1985,1,19
1 Crown - Elizabeth II Bicentenary of American Independence,50,Special,30000.0,1,2,Silver,"Pound (decimalized, 1971-date)",0,38.61,Medal alignment ↑↑,0,Non-circulating coin,Isle of Man,Milled,1.8,28.28,1976,1,19
100 Franga Ari Zog,83,Reeded,5000.0,1,1,Gold,Old lek (1926-1965),1,35.0,Coin alignment ↑↓,0,Standard circulation coin,Albania,Milled,3.0,32.2581,1927,0,19
"¼ Dollar ""Washington Quarter"" Maryland",4,Reeded,556532000.0,1,3,Bimetallic,Dollar (1785-date),0,24.26,Coin alignment ↑↓,0,Circulating commemorative coin,United States,Milled,1.75,5.67,2000,0,20
"¼ Dollar ""Washington Quarter"" Massachusetts",4,Reeded,535184000.0,1,3,Bimetallic,Dollar (1785-date),0,24.26,Coin alignment ↑↓,0,Circulating commemorative coin,United States,Milled,1.75,5.67,2000,0,20
1 Kasu,83,Plain,-1.0,0,0,Copper,Kasu,1,13.0,unknown,1,Standard circulation coin,Kingdom of Madurai,Other,1.8,3.17,1630.0,0,unknown
10 New Sheqalim Samson and the Lion,100,Milled,555.0,0,1,Gold,New Shekel (1986-date),0,30.0,Medal alignment ↑↑,0,Non-circulating coin,Israel,Milled,1.8,16.96,2009,0,20
1 Skilling Dansk - Christian IV Oval shield; date under value,88,Special,-1.0,0,0,Bimetallic,First Speciedaler (-1625),1,20.21,unknown,0,Standard circulation coin,Denmark,Other,1.0,1.602,1605.0,1,unknown
1 Eyrir,8,Smooth,4000000.0,0,8,Bronze,Old króna (1885-1980),1,15.1,Medal alignment ↑↑,0,Standard circulation coin,Iceland,Milled,1.0,1.62,1946.0,0,unknown
1 Dollar - Elizabeth II 4th Portrait - Australian Citizenship,41,Special,1493.0,0,7,Bronze,Dollar (1966-date),0,25.0,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,2.5,9.0,2009,1,20
10 Thebe,14,Reeded,-1.0,1,0,Nickel,Pula (1976-date),1,22.0,Medal alignment ↑↑,0,Standard circulation coin,Botswana,Milled,1.8,3.8,1991,0,19
10 Heller - Wilhelm II Trial Strike,97,Special,-1.0,1,0,Bimetallic,Decimalized rupie (1904-1916),1,25.75,unknown,1,Other,German East Africa,Milled,1.8,28.28,1908,1,19
1 Reichspfennig,5,Smooth,150000.0,1,25,Bronze,Reichsmark (1924-1948),1,17.5,Medal alignment ↑↑,0,Standard circulation coin,Germany (1871-1948),Milled,1.0,2.01,1936.0,0,unknown
"3 Reaal, 18 Stuiver Countermarked rosette",95,Special,30000.0,0,1,Silver,Colonial Real (1799-1828),1,25.75,unknown,1,Standard circulation coin,Curaçao,Other,1.8,6.53,1799.0,0,unknown
2 New Sheqalim Tel Aviv,93,Milled,837.0,0,1,Silver,New Shekel (1986-date),0,38.7,Medal alignment ↑↑,0,Non-circulating coin,Israel,Milled,1.8,28.8,2006,0,20
10 000 Won Archery,57,Milled,117500.0,0,3,Silver,New won (1962-date),0,40.0,unknown,0,Non-circulating coin,South Korea,Milled,3.0,33.62,1987.0,0,unknown
Didrachm - Vasudeva I Kushana Imitative Type,93,Plain,-1.0,0,0,Copper,Kushan - Drachm,1,15.0,unknown,1,Standard circulation coin,Kushan Empire,Other,1.8,3.0,164.0,0,unknown
Bracteate - Wencezlaus II medium,100,Smooth,-1.0,0,0,Silver,Margraviate Bracteates (1253-1300),1,25.75,unknown,1,Standard circulation coin,Unified Moravia and Margraviate,Other,1.8,28.28,1278.0,1,unknown
20 Centavos,6,Smooth,25000000.0,1,3,Other,"Cuban Peso (moneda nacional, 1914-date)",0,24.0,Coin alignment ↑↓,0,Standard circulation coin,Cuba,Milled,2.15,2.0,1969.0,0,unknown
10 Rubles Dorogobuzh,14,Special,5000000.0,1,1,Bimetallic,Ruble (1998-date),0,27.0,Medal alignment ↑↑,0,Circulating commemorative coin,Russia,Milled,2.1,8.4,2003,0,20
10 Rubles Ministry of Foreign Affairs,15,Special,5000000.0,1,1,Bimetallic,Ruble (1998-date),0,27.0,Medal alignment ↑↑,0,Circulating commemorative coin,Russia,Milled,2.1,8.4,2002,0,20
10 Rubles Kargopol',14,Special,5000000.0,1,1,Bimetallic,Ruble (1998-date),0,27.0,Medal alignment ↑↑,0,Circulating commemorative coin,Russia,Milled,2.1,8.4,2006,0,20
2 Pounds - Elizabeth II First commemorative coin,48,Reeded,-1.0,1,0,Bimetallic,Pound sterling (2008-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,British Indian Ocean Territory,Milled,1.8,28.28,2009,1,20
2 Pounds - Elizabeth II Antarctic Treaty,57,Reeded,50000.0,1,1,Bimetallic,Pound sterling (1991-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,British Antarctic Territory,Milled,1.8,28.28,2009,1,20
2 Pounds - Elizabeth II Granting of Letters Patent,42,Reeded,50000.0,1,1,Bimetallic,Pound sterling (1991-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,British Antarctic Territory,Milled,3.2,28.28,2008,1,20
10 Chetrums - Jigme Singye,20,Smooth,1000.0,0,1,Other,Ngultrum (1974-date),1,26.0,Medal alignment ↑↑,1,Standard circulation coin,Bhutan,Milled,1.8,2.27,1974,1,19
1 Centime,44,Smooth,830000.0,1,1,Bronze,Third gourde (1872-date),1,25.0,Coin alignment ↑↓,0,Standard circulation coin,Haiti,Milled,1.0,5.0,1881,0,18
2 Mark - Wilhelm II Declaration of war against Napoleon,15,Reeded,1500000.0,0,1,Silver,Mark,1,28.0,Medal alignment ↑↑,0,Circulating commemorative coin,Kingdom of Prussia,Milled,1.8,11.11,1913,1,19
6¼ Centimes - Faustin I,40,Smooth,-1.0,0,0,Bronze,First gourde (1813-1870),1,32.0,Coin alignment ↑↓,0,Standard circulation coin,Haiti,Milled,2.2,15.0,1850,1,18
3 Mark - Wilhelm II Wroclaw University,33,Smooth,400000.0,0,1,Silver,Mark,1,33.0,Medal alignment ↑↑,0,Circulating commemorative coin,Kingdom of Prussia,Milled,2.37,16.67,1911,1,19
3 Mark - Friedrich August III Battle of Leipzig,20,Special,999999.0,1,3,Silver,Mark (1872-1917),1,33.0,Medal alignment ↑↑,0,Circulating commemorative coin,Kingdom of Saxony (Albertinian Line),Milled,2.37,16.67,1913,1,19
½ Penny Dublin - Camac Kyan and Camac,58,Special,-1.0,0,0,Copper,Conder Tokens (1787-1797),1,28.0,Medal alignment ↑↑,0,Token/Medal,Ireland,Other,3.0,5.25,1792.0,0,unknown
1 Penny - George VI,13,Smooth,1440000.0,1,4,Bronze,Pound (1932-1955),1,27.0,Medal alignment ↑↑,1,Standard circulation coin,Southern Rhodesia,Milled,1.8,6.5,1949.0,1,unknown
2 Tambala,18,Smooth,150000.0,1,2,Copper,Kwacha (1971-date),0,20.3,Medal alignment ↑↑,0,Standard circulation coin,Malawi,Milled,1.8,3.46,1984.0,0,unknown
50 Haléřů,4,Reeded,-1.0,1,14,Bimetallic,Koruna (1953-1992),1,20.8,Medal alignment ↑↑,0,Standard circulation coin,Czechoslovakia,Milled,1.2,3.2,1977.0,0,unknown
5 Bani,5,Smooth,106881000.0,1,1,Nickel,Third leu (1952-2005),1,16.0,Coin alignment ↑↓,0,Standard circulation coin,Romania,Milled,1.3,1.7,1966,0,19
Quatre Louis d'or - Louis XIII,100,Milled,-1.0,1,0,Gold,Livre tournois (987-1795),1,35.0,Coin alignment ↑↓,0,Other,France,Other,1.8,27.004,1640,1,16
5 Dollars Dhaulagiri,100,Special,2500.0,0,1,Silver,Dollar of the United States (1992-date),0,38.6,Medal alignment ↑↑,0,Non-circulating coin,Palau,Milled,1.8,20.0,2014,0,20
